timestamp,username,tweet,mentions,hashtags,likes,retweets,comments,replies,views,compound,sentiment,topic
2025-06-29 09:19:17,nensibhesaniya,resume weapon wishlist want complete guide prompts drop dm breakdown biggest resume struggle let know,,"Jobs,AI,Career,OpenToWork",0,0,0,0,10,-0.6486,negative,3
2025-06-29 09:03:30,JobsCollider,commonwealth fusion systems looking senior scientific software engineer united states apply,,"SoftwareDevelopment,Remote,Jobs,JobsCollider",0,0,0,0,14,0.4215,positive,4
2025-06-29 09:02:18,charitybegin4,,,"Vacancy,Guisborough",0,1,0,0,42,0.0,neutral,2
2025-06-29 09:02:05,ahmed_eyad_dev,ahmed eyad laravel developer gaza looking remote job opportunity freelancer years experience laravel mysql portfolio ahmedeyad com,gmail,"Laravel,Jobs,Freelance",1,0,0,0,7,0.5994,positive,0
2025-06-29 08:58:00,innovatorahmed,acquire scale multi billion dollar startup quisitions,,"jobsusa,recruitment,careers,startup,jobs,startups,acquisition,silliconvalley,bayarea,recruitholdings,ziprecruiter,jobsearch,employment,indeed,news,networking",0,0,0,0,10,0.0,neutral,2
2025-06-29 08:57:46,progjobboard,director maineit artificial intelligence ai center excellence public service manager iii state maine remote maineit artificial intelligence ai center excellence public service manager iii dc bc,,"programmingjobs,hiring,jobs,techjobs,developers,programming,devjobs,recruiter,recruiting",1,0,1,0,20,0.9371,positive,4
2025-06-29 08:57:46,progjobboard,artificial intelligence engineering development vp state street quincy massachusetts united states intelligence engineering development vp,,"programmingjobs,hiring,jobs,techjobs,developers,programming,devjobs,recruiter,recruiting",1,0,1,0,18,0.8402,positive,4
2025-06-29 08:57:45,progjobboard,artificial intelligence solutions consultant conversational architect wells fargo bank charlotte north carolina united states intelligence solutions consultant conversational architect,,"programmingjobs,hiring,jobs,techjobs,developers,programming,devjobs,recruiter,recruiting",1,0,1,0,27,0.9081,positive,4
2025-06-29 08:57:45,progjobboard,manager supply chain management supply chain planning amazon robotics amazon north reading massachusetts united states upply chain management supply chain planning amazon robotics,,"programmingjobs,hiring,jobs,techjobs,developers,programming,devjobs,recruiter,recruiting",1,0,1,0,10,0.7096,positive,0
2025-06-29 08:23:02,arbeitnow,want work senior product owner hardware bauteilverantwortliche,,"ProgramManagement,FullTime,Germany,hiring,jobs",0,0,0,0,38,0.0772,positive,0
2025-06-29 08:20:50,JobsCollider,account portfolio leader position open morning consult united states apply,,"Business,Remote,Jobs,JobsCollider",0,0,0,0,4,0.4215,positive,4
2025-06-29 08:19:47,ehtshamiqbaal,elon musk slams trump one big beautiful bill says destroy millions jobs harm economy major criticism one influential voices tech,,"ElonMusk,Trump,USPolicy,Jobs,Economy,CryptoNews",0,0,1,0,56,-0.4818,negative,2
2025-06-29 08:12:57,balu1988r,hvf recruitment hvf apply online technician posts,,"HVFRecruitment2025,JuniorTechnicianJobs,Jobs,DefenceJobsIndia,AVNLJobs,ITIJobs,HVFCareers,GovernmentJobs,ApplyOnline",0,0,0,0,3,0.0,neutral,2
2025-06-29 08:10:00,Diversityjobs4u,struggling stand competitive job market tailor cv measurable achievements network purpose bring authenticity interviews employers value passion problem solving real impact make mark,,"JobSearch,CareerSuccess,careers,jobs",0,0,0,0,20,0.4588,positive,0
2025-06-29 08:08:56,jobinabuja,position seasoned professional deliver efficiency reliability role qualified candidates apply interested applicants meet requirements apply,,"jobsinabuja,jodeytv,abuja,abujajobs,abujaconnect,instablog9ja,jobs",0,2,1,0,198,0.6369,positive,2
2025-06-29 07:30:58,MyWorld_Myanmar,hiring position well known international financial services company yangon salary ks link email support careers com,myworld,"Yangon,SeniorManagerBusinessAnalyst,Job,vacancies,jobs,jobopportunity",0,0,0,0,28,0.5859,positive,0
2025-06-29 07:28:52,illbeback_jobs,ai senior project manager project manager feed id unique id eb follow updated new,e2ftranslations,"jobs,AI,ML,AIJobs,AITalent,hiring,ProjectManagement,N",0,0,0,0,19,0.0,neutral,4
2025-06-29 07:28:38,IEconomy8882,top companies number employees worldwide walmart amazon byd foxconn accenture,,"Jobs,TopEmployers,GlobalWorkforce,Walmart,Amazon,BYD,Foxconn",0,0,0,0,5,0.4215,positive,2
2025-06-29 07:24:40,adnansahinovich,expect market crazy got hundreds messages hour sorry reply inbox overwhelmed drop link best app comment check today,,"mobiledev,jobs,reactnative",5,0,1,0,191,0.1531,positive,2
2025-06-29 07:17:25,CivvyJobs,excellent starting position someone mechanical interest see vice technician bristol,,"civvyjobs,exmilitary,jobs",0,0,0,0,58,0.7717,positive,2
2025-06-29 07:16:07,bankofbiology,discover joy entertainment fun happiness blog go spot plus helpful tips visit,,"fun,entertainment,happiness,IAS,UPSC,generalknowledge,jobs",0,0,0,0,8,0.946,positive,2
2025-06-29 06:53:23,HealthJob_Cal,lead cybersecurity software engineer lead cybersecurity software engineer focused full stack development security tools enable security software engineer,,"RemoteITJobs,JobOpening,TechHiring,jobs,TechCareers",0,0,0,0,10,0.7506,positive,4
2025-06-29 06:50:26,Jobs_IT_USA,desktop support technician desktop support technician job posting pport technician,,"ITJobs,Techjobs,hiring,TechJobs,jobpostings,jobs,jobsearch",0,0,0,0,5,0.6597,positive,2
2025-06-29 06:50:23,job_in_tech,lead cybersecurity software engineer lead cybersecurity software engineer focused full stack development security software engineer,,"jobs,TechCareers,WorkFromHomeTech,jobalert,SoftwareJobs,Recruiting,jobsearch",0,0,0,0,6,0.6124,positive,4
2025-06-29 06:48:15,BollyMirch,musk slams trump bill insane watch,,"PresidentTrump,Criticism,BigBeautifulBill,Feud,Destructive,Apology,Jobs,ElonMusk,Politics,Insane",0,0,0,0,85,-0.4019,negative,2
2025-06-29 06:35:38,kid_sit,babysitting job babysitter wanted preschooler small school kid san jose california usa apply san jose ca us,,"babysitting,childcare,jobs,SanJose",0,0,0,0,12,0.0,neutral,3
2025-06-29 06:00:09,WorkVisaJobsUSA,usa passion progress meet,,"hiring,usajobs,visasponsorship,jobs,jobsearch,findjob,career,applynow,ilovemyjob,usa,us,usjob,workinus,unitedstates,h1b,h2b,h2a,eb3,greencard,international,abroad",1,0,1,0,63,0.7003,positive,2
2025-06-29 06:00:00,ipsofootball,level plain simple depth course opposition analysis book level course sign forget free workshops book ball comfree workshops,followers,"personaldevelopment,jobs,scouting,recruitment",0,0,0,0,119,0.34,positive,2
2025-06-29 05:49:00,GitaRaniJD,hiring sales executive telecounselor ho dwarka mor cita years exp new delhi uttam nagar dwarka classifiedid,,"dwarka,Delhi,delhijobs,employment,job,jobs,india,jobsinindia,entryleveljobs,walkins,freshersjob,employmentopportunities,jobsearch",0,0,0,0,15,0.0,neutral,0
2025-06-29 05:47:29,j18yadav,day hr min cp applied deep research regarding assignment shared recruiter assignment occupying majority day call productive day tho,,"VACATIONS,GRIND,Gym,DSA,Jobs",3,0,0,0,50,0.34,positive,2
2025-06-29 05:46:48,patna_press,bihar restart stone mining six districts boost jobs revenue,,"Bihar,StoneMining,Development,Jobs",2,0,0,0,30,0.4019,positive,3
2025-06-29 05:44:13,UnlistedJobs,unlisted job alert role project manager ii pso location united states salary skills analytics jira sql markets analytics banking financial services fintech marketing automation employees,,"remote,jobs",0,0,0,0,34,0.6124,positive,4
2025-06-29 05:42:59,GitaRaniJD,walkin non engineering graduates paid internship financial software systems fss multiple locations classifiedid,,"employment,job,jobs,india,jobsinindia,entryleveljobs,walkins,freshersjob,employmentopportunities,jobsearch,jobseekers,jobalert,jobopening",0,0,0,0,16,0.0,neutral,4
2025-06-29 05:36:26,AgileUAE,agile consultants hiring procurement engineer client heavy industrial electrical manufacturing industry based dubai apply nt engineer,,"Hiring,Recruitment,Networking,Jobs,Careers,Procurement,Engineering,ApplyNow,AgileConsultants",0,0,0,0,44,0.0,neutral,0
2025-06-29 05:34:03,MWBionetworks,mwbn jobs post doc research scientist lichens chicago il cience jobs post doc research scientist lichens chicago il utm source rss utm medium rss utm campaign post doc research scientist lichens chicago il,,"biotech,jobs",0,0,0,0,5,0.0,neutral,3
2025-06-29 05:27:38,Lango_UG,lira spinning mill starch factory revival meant create jobs years least give us update concrete restart plan investment secured,CouncilLira,"Lira,Jobs,Accountability",1,0,0,0,91,0.5859,positive,2
2025-06-29 05:27:35,SchoolOkay,product manager monetization assistant red elk studios,,"gamedev,developerjobs,Jobs,seojobs",0,0,0,0,11,0.0,neutral,0
2025-06-29 05:26:29,DavidOQuintana,expect tip get tipped,,"tips,jobs,money",0,0,0,0,106,0.0,neutral,2
2025-06-29 05:24:34,Jortzkid_Cntrll,could honestly retire happy fella long died thursday,,"broke,retire,Jobs,vacation",0,0,0,0,3,0.4767,positive,1
2025-06-29 05:09:45,AgileUAE,hiring plant manager location dubai salary aed benefits apply ager,,"Hiring,Recruitment,Networking,Jobs,Careers,PlantManager,Manufacturing,ApplyNow,AgileConsultants",0,0,0,0,30,0.3818,positive,0
2025-06-29 05:04:03,MWBionetworks,mwbn jobs engineer plymouth mn cience jobs rd engineer plymouth mn utm source rss utm medium rss utm campaign rd engineer plymouth mn,,"biotech,jobs",0,0,0,0,15,0.0,neutral,3
2025-06-29 05:00:26,Jehlumjk,central council research homoeopathy ccrh india srf recruitment advt,,"Jehlum,Jobs",0,0,0,0,9,0.0,neutral,2
2025-06-29 05:00:15,SKMCH,career opportunity shaukat khanum memorial cancer hospital research centre karachi electrical supervisor inspector apply online details visit vacancies,,"CareersAtSKMCH,SKMCH,Jobs,JobAlert,JobsInKarachi",154,75,0,0,1676,-0.3818,negative,2
2025-06-29 04:30:12,SKMCH,career opportunity shaukat khanum memorial cancer hospital research centre karachi supervisor inspector apply online details visit vacancies,,"CareersAtSKMCH,SKMCH,Jobs,JobAlert,JobsInKarachi",31,14,0,0,872,-0.3818,negative,2
2025-06-29 04:30:12,IndiaSmartGridF,isgf invites applications position research associate interested eligible candidates please send resume careers org read details,"indiasmartgrid,rejipillai,suri_reena","JobOpportunity,ISGFCareer,Career,Vacancy",0,0,0,0,31,0.6124,positive,2
2025-06-29 04:29:23,Hiring_Nevada,desktop support job training program desktop support job training program job posting pport job training program,,"ITJobs,Techjobs,hiring,HiringNow,tech,jobs,job,hiring",0,0,0,0,13,0.6597,positive,2
2025-06-29 04:27:48,PatrickGS1US,gs us looking cloud engineer learn jobvite friend,,"Jobs,GS1US,Standards,job",1,0,0,0,8,0.4939,positive,0
2025-06-29 04:24:00,wyndmann,slams bill would destroy raise projects fox business,,"Musk,jobs,taxes,wind,solar",1,0,0,0,19,-0.5423,negative,0
2025-06-29 04:23:02,arbeitnow,looking work lead product manager payments genders,,"Product,Experienced,fulltimepermanent,Germany,hiring,jobs",0,0,0,0,45,0.0,neutral,0
2025-06-29 04:21:16,photogusa,captures people around,,"Photographer,World,Jobs",0,0,0,0,11,0.0,neutral,1
2025-06-29 04:20:00,authorocean,get bestseller recruiters base decision one often overlooked factor find ultimate interview playbook nigel john armitt guide career success,nigeljohnarmitt,"JobSeeker,SuccessTips",0,0,0,0,4,0.5574,positive,2
2025-06-29 04:00:09,Emailjobsio,new job crm marketing automation specialist skins read arketing automation specialist skins,,"emailmarketing,jobsearch,jobs,email,marketingautomation,emailjobs,marketingtwitter",0,0,0,0,31,0.0,neutral,4
2025-06-29 04:00:06,StanleyEpstein,gartner cfo finance executive conference share chilling predictions displacing people ai giving finance identity crisis via,MorningBrew,"AI,jobs",0,0,0,0,20,-0.1531,negative,1
2025-06-29 04:00:01,echojobs__io,ebay hiring ios software engineer usd,,"remote,wfh,iOS,swift,graphql,git,tech,softwareengineer,jobs",1,0,0,0,58,0.0,neutral,4
2025-06-29 04:00:00,workjapanwj,earn hour shinkoyasu sta kanagawa apply general work female male preferred cv experience ok foreigner working high earning potential paid transport,,"jobhunting,jobopp,jobsforforeigners,jobs",0,0,0,0,12,0.296,positive,0
2025-06-29 03:57:00,opportunitiesfy,hiring research assistant state ai report contribute one read ai publications worldwide paid remote days july sept apply,,"AI,Jobs,Research,ML,StateOfAI,TechJobs",0,0,0,0,308,0.0,neutral,2
2025-06-29 03:47:00,opportunitiesfy,open undp hiring paid interns copenhagen fall social media graphic design hr recruitment deadline june apply,,"UNDP,Internship,YouthOpportunities,SDGs,Jobs",3,0,0,0,283,0.0,neutral,2
2025-06-29 03:03:02,SeemaStars,deal,,"news,seattle,jobs",0,0,0,0,15,0.0,neutral,2
2025-06-29 03:00:14,SKMCH,career opportunity shaukat khanum memorial cancer hospital research centre karachi assistant resident engineer electrical apply online details visit vacancies,,"CareersAtSKMCH,SKMCH,Jobs,JobAlert,JobsInKarachi",82,43,1,0,1513,-0.3818,negative,2
2025-06-29 03:00:00,abcglobalcomm,deal protects uk steel auto industries us tariffs cars dropped steel aluminium tariffs lifted economic diplomacy action,,"Industry,Jobs,UKUS",0,0,0,0,19,0.3182,positive,2
2025-06-29 02:57:17,ai_tathagat,job think safest ai takeover name one comes straight mind let go first priests religious clerics spiritual guides roles rooted human connection faith ai replicate,,"AI,FutureOfWork,Jobs,HumanTouch",0,0,0,0,34,0.7506,positive,2
2025-06-29 02:46:13,orbit_careers,leave last job sample answers ave last job utm source reviveoldpost utm medium social utm campaign reviveoldpost,,"InterviewTips,Job,Jobs,Career,Jobsearch",0,0,0,0,6,-0.0516,negative,3
2025-06-29 02:00:02,echojobs__io,behavox hiring devops engineer canada learning,,"DevOps,Machine,python,machinelearning,aws,gcp,kubernetes,tech,softwareengineer,jobs",0,0,0,0,47,0.0,neutral,4
2025-06-29 02:00:02,echojobs__io,behavox hiring devops engineer canada,,"Infrastructure,DevOps,python,aws,gcp,kubernetes,bash,tech,softwareengineer,jobs",0,0,0,0,50,0.0,neutral,4
2025-06-29 01:56:26,Tamils_World,sentences programming long get life sentence anything take away america,,jobs,0,0,0,0,5,0.128,positive,2
2025-06-29 01:55:42,NicholasIjasini,praying help day retweet helper could timeline firstclass graduate modibbo adama university yola second frame adamawa civil service commission application slip,"followADSG,atiku,NuhuRibadu,AdamawaLas79384,Adamawa_Gov","jobseeker,helpinghand",0,0,0,0,23,0.765,positive,2
2025-06-29 01:48:24,UPacificCareers,best job ever ok maybe biased great jobs check car wash associate position,,"retailcareers,RocketJobs,jobs",0,0,0,0,1,0.8555,positive,2
2025-06-29 01:45:24,UnlistedJobs,unlisted job alert role professional services consultant email data security location united states salary skills analytics linux azure firewalls smtp employees,,"remote,jobs",0,0,0,0,17,0.7506,positive,4
2025-06-29 01:02:27,HealthJob_Cal,scrum master description leidos seeking talented engineers join spacecraft payload development teams san diego ca huntsville er,,"NowHiring,TechCareers,techjobs,JobOpening,jobs,RemoteITJobs,jobalert",0,0,0,0,26,0.6705,positive,1
2025-06-29 01:02:00,CvsAndResumes,way great work love helps get work brings joy wealth got back seekers com,"StewartSamkange,LinkedIn","SteveJobs,Jobseekers,resume,interview,DoWhatYouLove,GetHired,Layoffs,Jobs",0,0,0,0,9,0.9578,positive,0
2025-06-29 01:00:31,WorkiiiApp,movers wanted join workiii platform start getting booked moving gigs near get found get booked get moving,,"Movers,Jobs,NowHiring,FreelanceWork,SideHustle,DeliveryJobs,MovingCompany,WorkWithUs",0,0,0,0,2,0.296,positive,2
2025-06-29 01:00:09,Emailjobsio,new job lifecycle marketing manager yendo read marketing manager yendo,,"emailmarketing,jobsearch,jobs,email,marketingautomation,emailjobs,marketingtwitter",0,0,0,0,20,0.0,neutral,4
2025-06-29 00:56:03,WOBionetworks,wobn jobs research scientist iii seattle wa gon biotech jobs research scientist iii seattle wa utm source rss utm medium rss utm campaign research scientist iii seattle wa,,"biotech,jobs",0,0,0,0,27,0.0,neutral,3
2025-06-29 00:50:45,ITjobsinAlaska,warehouse quality assurance manager career whole foods market work personal quality assurance manager,,"ITCareers,ITJobPro,hiring,DeveloperJobs,jobs,ITJobs,hiringnow",0,0,0,0,8,0.5859,positive,0
2025-06-29 00:46:05,MDJobSite,orthopedic surgery tn,,"surgeon,jobs,job,orthopaedic,orthopedics,orthopaedicdoctor,orthopedicdoctor,ortho,orthodoc,orthopedicsurgeon,orthotwitter",0,0,0,0,47,0.0,neutral,2
2025-06-29 00:44:34,abroadjobsoffer,jobs opportunities gulf indian th june pportunities gulf indian html,,"gulfjobs,jobs,jobsearch,freejobalert,gulfwalkin,career,gulftalent,abroadjoboffer,rojgar,abroadjob",0,0,0,0,10,0.3818,positive,2
